SCHOOLYEAR_SP	DISTRICT	ASSIGNED_RA_SCHOOLCODE	ASSIGNED_RA_BLOCK	ASSIGNED_RA_TEMP_NCTETID	ASSIGNED_RA_ACTUAL_NCTETID	TEMP_NCTESID	ACTUAL_NCTESID	HP	CHANGE_T	TCH_RANDOM_DROP	CATEGORY	STU_RANDOM_DROP	MOVE_LEVEL	FINAL_RA_SAMPLE
2013	11	1106	1104	44	11043	226	113396	0	1	0	academic	0	class	1
2013	11	1106	1104	44	11043	1455	113347	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	303	144619	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	469	142980	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1025	143459	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1238	143149	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	943	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	888	 	0	1	0	unknown	1	school	0
2013	14	1407	1416	45	14054	1038	145374	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	914	144062	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	193	 	0	1	0	unknown	1	school	0
2013	14	1407	1416	45	14054	882	143910	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	504	143469	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1088	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	1117	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	260	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	791	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	1119	146372	0	1	0	unknown	1	district	0
2013	14	1407	1416	45	14054	944	143534	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1060	143586	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	257	144218	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1568	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	1346	143355	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1096	143443	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	371	 	0	1	0	unknown	1	school	0
2013	14	1407	1416	45	14054	290	 	0	1	0	academic	0	class	1
2013	14	1407	1416	45	14054	1503	 	0	1	0	unknown	1	school	0
2013	14	1407	1416	45	14054	1529	146889	0	1	0	unknown	1	school	0
2013	14	1407	1416	45	14054	372	144269	0	0	0	 	 	 	1
2013	14	1407	1416	45	14054	1169	146393	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	220	122572	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	71	122412	0	1	0	unknown	1	 	0
2013	12	1206	1203	46	12006	801	 	0	1	0	unknown	1	district	0
2013	12	1206	1203	46	12006	732	122177	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1097	122762	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	376	122874	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1159	123464	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	604	123389	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	316	123353	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1003	123468	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1315	122563	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1198	122433	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1446	122181	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	445	122689	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1595	123477	1	 	0	 	 	 	0
2013	12	1206	1203	46	12006	430	122200	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1246	122210	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	540	123492	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1428	122838	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1351	123434	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	1122	122630	0	0	0	 	 	 	1
2013	12	1206	1203	46	12006	70	122598	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1168	146791	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1543	146345	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1231	146238	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1562	146091	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	483	145775	0	1	0	unknown	1	school	0
2013	14	1407	1417	47	14055	1597	145729	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1104	146432	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	126	 	0	1	0	unknown	1	school	0
2013	14	1407	1417	47	14055	20	 	0	1	0	academic	0	class	1
2013	14	1407	1417	47	14055	641	145910	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	822	146650	0	1	0	academic	0	class	1
2013	14	1407	1417	47	14055	482	146120	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1592	 	0	1	0	unknown	1	district	0
2013	14	1407	1417	47	14055	1255	146222	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1228	145903	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	1326	 	0	1	0	academic	0	class	1
2013	14	1407	1417	47	14055	1000	146356	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	463	 	0	1	0	academic	0	class	1
2013	14	1407	1417	47	14055	62	146708	0	0	0	 	 	 	1
2013	14	1407	1417	47	14055	672	145824	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	302	113453	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	1147	113405	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	429	113369	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	1400	113406	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	971	113500	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	661	113303	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	1244	113359	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	159	113495	0	1	0	unknown	0	class	1
2013	11	1113	1106	48	11007	772	113526	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	644	113334	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	819	113530	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	1230	113289	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	238	113511	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	934	113426	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	1514	113298	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	1115	113456	0	0	0	 	 	 	1
2013	11	1113	1106	48	11007	263	113443	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	814	144771	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	1310	144004	0	1	0	unknown	0	class	1
2013	14	1401	1402	49	14114	947	145849	0	1	0	academic	0	class	1
2013	14	1401	1402	49	14114	213	146869	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	484	144028	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	955	143728	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	164	 	0	1	0	unknown	0	class	1
2013	14	1401	1402	49	14114	1491	143610	0	1	0	academic	0	class	1
2013	14	1401	1402	49	14114	1140	144040	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	347	144311	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	774	145309	0	1	0	academic	0	class	1
2013	14	1401	1402	49	14114	881	144489	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	1486	145325	0	1	0	unknown	1	district	0
2013	14	1401	1402	49	14114	935	145721	0	1	0	academic	0	class	1
2013	14	1401	1402	49	14114	1218	 	0	1	0	parent	0	class	1
2013	14	1401	1402	49	14114	1338	 	0	1	0	parent	0	class	1
2013	14	1401	1402	49	14114	818	143182	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	832	 	0	1	0	unknown	1	school	0
2013	14	1401	1402	49	14114	1298	143487	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	725	144705	0	0	0	 	 	 	1
2013	14	1401	1402	49	14114	444	144223	0	1	0	academic	0	class	1
2013	14	1405	1413	50	14060	958	146161	0	0	0	 	 	 	1
2013	14	1405	1413	50	14060	431	144439	0	0	0	 	 	 	1
2013	14	1405	1413	50	14060	1399	 	0	1	0	academic	0	school	1
2013	14	1405	1413	50	14060	1142	144093	0	0	0	 	 	 	1
2013	14	1405	1413	50	14060	731	144078	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	928	132802	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	929	132795	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	621	132799	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	292	132794	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1172	132803	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1295	132789	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1186	132806	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	324	132798	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	707	132797	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1253	132813	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	157	 	0	1	0	unknown	1	school	0
2013	13	1320	1306	51	13106	543	 	0	1	0	unknown	0	class	1
2013	13	1320	1306	51	13106	779	132809	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1133	132812	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1277	132796	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	703	132801	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	885	132566	0	1	0	parent	0	class	1
2013	13	1320	1306	51	13106	1026	132805	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	448	132807	0	0	0	 	 	 	1
2013	13	1320	1306	51	13106	1423	132790	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	422	122769	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1463	122705	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1576	122383	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1306	122232	0	1	0	parent	0	 	1
2013	12	1207	1205	52	12016	898	122465	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1173	122355	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	730	122375	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1519	123169	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	880	122560	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	111	122639	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	244	122574	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	250	122726	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	686	122325	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1089	122674	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	642	122701	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	665	122774	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	13	122644	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1313	122291	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	889	122740	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1459	122861	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	1041	122686	0	0	0	 	 	 	1
2013	12	1207	1205	52	12016	34	123121	0	1	0	unknown	1	district	0
2013	12	1207	1205	52	12016	1517	122411	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1330	145365	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1387	144131	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	874	143154	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1195	145766	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	142	144380	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	256	146753	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1333	 	0	1	0	unknown	1	school	0
2013	14	1402	1404	53	14136	361	146495	0	1	0	unknown	1	school	0
2013	14	1402	1404	53	14136	1051	144141	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1377	145880	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	1120	 	0	1	0	academic	0	school	1
2013	14	1402	1404	53	14136	1309	 	1	 	0	unknown	1	school	0
2013	14	1402	1404	53	14136	594	146097	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	811	145673	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	480	146517	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	116	146235	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	531	143440	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	139	145962	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	1336	146058	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	877	146461	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	119	145692	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1177	145754	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	998	143176	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	586	146760	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	315	 	0	1	0	unknown	1	district	0
2013	14	1402	1404	53	14136	327	144017	0	0	0	 	 	 	1
2013	14	1402	1404	53	14136	1108	146709	1	 	0	 	 	 	0
2013	14	1402	1404	53	14136	636	146045	1	 	0	 	 	 	0
2013	14	1401	1401	54	14063	1461	146612	0	1	0	unknown	1	district	0
2013	14	1401	1401	54	14063	841	145875	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	506	146679	0	1	0	academic	0	class	1
2013	14	1401	1401	54	14063	1430	145693	0	1	0	academic	0	class	1
2013	14	1401	1401	54	14063	1136	146680	0	1	0	academic	0	class	1
2013	14	1401	1401	54	14063	1580	146485	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	901	146845	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	1192	146183	0	1	0	unknown	0	class	1
2013	14	1401	1401	54	14063	1440	145853	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	407	146350	0	1	0	academic	0	class	1
2013	14	1401	1401	54	14063	902	145774	0	1	0	academic	0	class	1
2013	14	1401	1401	54	14063	1542	146005	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	628	145970	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	729	146492	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	997	146748	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	1345	 	0	1	0	unknown	1	district	0
2013	14	1401	1401	54	14063	716	146715	0	1	0	academic	0	class	1
2013	14	1401	1401	54	14063	234	146740	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	9	146382	0	1	0	unknown	1	 	0
2013	14	1401	1401	54	14063	872	145791	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	23	146342	0	1	0	parent	0	class	1
2013	14	1401	1401	54	14063	19	145888	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	1226	145679	0	0	0	 	 	 	1
2013	14	1401	1401	54	14063	770	146361	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	408	122336	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	773	122583	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	556	122795	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	653	122480	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	332	122871	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	459	122727	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	548	122163	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1207	122446	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1121	122558	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1150	122788	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1279	122592	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1080	122366	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1324	122276	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	974	122427	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	43	122538	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	655	122345	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1225	122760	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	178	122502	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	360	122438	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1111	122744	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	869	122851	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	21	 	0	1	0	unknown	1	district	0
2013	12	1207	1205	55	12002	1339	122867	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	1472	122314	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	719	122621	0	0	0	 	 	 	1
2013	12	1207	1205	55	12002	895	122863	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	490	122231	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	685	122268	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	495	122442	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1436	122190	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1267	122746	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	400	123023	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	273	122233	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	97	122845	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	549	122448	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1248	122376	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	831	122499	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	457	122346	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1526	122431	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	387	122420	0	1	0	unknown	1	 	0
2013	12	1207	1205	56	12020	395	122749	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1281	122602	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	926	122881	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1009	122627	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1415	122678	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1465	122719	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	710	122859	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	767	122234	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1074	122552	0	0	0	 	 	 	1
2013	12	1207	1205	56	12020	1010	122633	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	196	113386	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1048	113532	0	1	0	parent	0	class	1
2013	11	1109	1105	57	11075	197	113309	0	1	0	unknown	1	 	0
2013	11	1109	1105	57	11075	4	113345	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	79	113469	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	329	113425	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	93	113295	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	451	113401	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	143	113399	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	16	113489	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1370	113372	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	291	113383	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	538	113421	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	564	113497	1	 	0	 	 	 	0
2013	11	1109	1105	57	11075	46	113337	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1055	113371	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	677	113437	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	693	113417	1	 	0	 	 	 	0
2013	11	1109	1105	57	11075	679	113322	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1203	113408	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1211	113491	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1037	113384	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	375	113361	0	0	0	 	 	 	1
2013	11	1109	1105	57	11075	1131	113460	0	0	0	 	 	 	1
2013	14	1410	1419	58	14116	1259	144171	0	 	1	parent	0	class	0
2013	14	1410	1419	58	14116	1404	144399	0	 	1	parent	0	class	0
2013	14	1410	1419	58	14116	467	146250	1	 	1	administrative	0	class	0
2013	14	1410	1419	58	14116	1383	143250	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	700	146327	0	 	1	academic	0	class	0
2013	14	1410	1419	58	14116	374	146248	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	129	146786	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	1079	146661	0	 	1	administrative	0	class	0
2013	14	1410	1419	58	14116	278	146526	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	554	143645	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	1007	143169	0	 	1	parent	0	class	0
2013	14	1410	1419	58	14116	1416	145927	0	 	1	unknown	1	district	0
2013	14	1410	1419	58	14116	1067	145771	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	1540	144651	0	 	1	parent	0	class	0
2013	14	1410	1419	58	14116	286	144178	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	1494	143602	0	 	1	parent	0	class	0
2013	14	1410	1419	58	14116	1302	 	0	 	1	unknown	1	school	0
2013	14	1410	1419	58	14116	1152	146185	1	 	1	 	 	 	0
2013	14	1410	1419	58	14116	439	146109	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	961	 	0	 	1	unknown	1	district	0
2013	14	1410	1419	58	14116	796	145794	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	951	146694	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	330	 	0	 	1	unknown	1	district	0
2013	14	1410	1419	58	14116	766	143332	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	1476	 	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	1039	143423	0	 	1	parent	0	class	0
2013	14	1410	1419	58	14116	984	146601	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	331	144264	0	 	1	administrative	0	class	0
2013	14	1410	1419	58	14116	281	143665	0	 	1	 	 	 	0
2013	14	1410	1419	58	14116	11	146103	1	 	1	 	 	 	0
2013	14	1413	1410	59	14117	851	144108	0	0	0	 	 	 	1
2013	14	1413	1410	59	14117	1181	145254	0	0	0	 	 	 	1
2013	14	1413	1410	59	14117	1075	144140	0	0	0	 	 	 	1
2013	14	1413	1410	59	14117	405	143584	0	0	0	 	 	 	1
2013	14	1413	1410	59	14117	667	143661	0	0	0	 	 	 	1
2013	11	1102	1101	60	 	1352	 	1	 	1	 	 	 	0
2013	11	1102	1101	60	 	456	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	803	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	1124	 	1	 	1	 	 	 	0
2013	11	1102	1101	60	 	632	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	245	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	80	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	76	113307	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	1329	 	1	 	1	 	 	 	0
2013	11	1102	1101	60	 	609	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	777	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	839	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	127	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	224	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	1019	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	1365	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	98	 	0	 	1	 	 	 	0
2013	11	1102	1101	60	 	404	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	563	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	783	 	0	 	1	 	 	 	0
2013	11	1102	1101	61	11047	1533	 	0	 	1	 	 	 	0
2013	11	1102	1101	61	11047	1276	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	610	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	409	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	890	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	1419	 	0	 	1	 	 	 	0
2013	11	1102	1101	61	11047	1552	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	92	113374	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	180	 	0	 	1	 	 	 	0
2013	11	1102	1101	61	11047	225	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	1353	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	739	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	304	 	0	 	1	 	 	 	0
2013	11	1102	1101	61	11047	769	 	0	 	1	 	 	 	0
2013	11	1102	1101	61	11047	353	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	1257	 	1	 	1	 	 	 	0
2013	11	1102	1101	61	11047	35	 	1	 	1	 	 	 	0
2013	12	1207	1204	62	12008	75	123327	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	842	123374	1	 	0	 	 	 	0
2013	12	1207	1204	62	12008	1497	123450	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1547	123489	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1337	123442	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	669	 	0	1	0	unknown	1	district	0
2013	12	1207	1204	62	12008	165	123499	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1474	123454	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	539	123428	1	 	0	 	 	 	0
2013	12	1207	1204	62	12008	953	123419	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1191	 	0	1	0	academic	0	school	1
2013	12	1207	1204	62	12008	682	123362	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	231	123471	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	575	123346	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1077	 	0	1	0	academic	0	school	1
2013	12	1207	1204	62	12008	697	123375	1	 	0	 	 	 	0
2013	12	1207	1204	62	12008	559	123364	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1064	123411	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	736	123329	0	1	0	unknown	1	 	0
2013	12	1207	1204	62	12008	1382	123494	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1174	123348	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	312	123440	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	746	123314	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1484	123320	0	1	0	unknown	1	district	0
2013	12	1207	1204	62	12008	367	123459	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	82	123382	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1286	123323	1	 	0	 	 	 	0
2013	12	1207	1204	62	12008	419	123472	0	0	0	 	 	 	1
2013	12	1207	1204	62	12008	1603	123505	0	0	0	 	 	 	1
2013	13	1320	1307	63	13105	357	 	1	 	1	 	 	 	0
2013	13	1320	1307	63	13105	1481	132503	1	 	1	 	 	 	0
2013	13	1320	1307	63	13105	1451	132532	1	 	1	 	 	 	0
