SCHOOLYEAR_SP	NCTESID	DISTRICT	BEH01	BEH02	BEH03	BUL01	BUL02	CAP01	CAP02	CAP03	CAP04	CAR01	CAR02	CAR03	CHA01	CHA02	CHA03	CHA04	CLA01	CLA02	CLA03	CLA04	CNF01	CNF02	CNF03	CNF04	CNF05	CSL01	CSL02	CSL03	CTL01	CTL02	CTL03	EFF01	EFF02	EFF03	EFF04	EFF05	EFF06	EXH01	EXH02	EXH03	HAP01	HAP02	LOM01	LOM02	LOM03	MAT01	MAT02	MTL01	NVE01	NVE02	NVE03	NVE04	OIN01	PAE01	PAE02	PAE03	PAE04	PAE05	PER01	PER02	PER03	SES01	SES02	SES03_2011	SES03_2012	SES04_2011_2012	SES04_2013	SES05_2011	SES05_2012	SES05_2013	SES06	SES07	SES08	SES09	SES10	SES11	SES12	TSP01
2011	120314	12	4	4	3	999	999	5	4	5	3	4	5	4	4	4	5	4	5	3	5	3	5	4	5	4	3	3	4	4	3	3	3	5	5	1	999	999	999	1	1	4	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	5	3	1	2	2	3	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120315	12	4	1	1	999	999	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	2	4	2	5	5	1	999	999	999	1	1	1	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	3	6	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120316	12	4	2	1	999	999	4	4	4	4	5	5	4	5	5	5	5	5	5	5	4	4	4	5	4	4	3	4	4	3	3	4	5	5	1	999	999	999	1	1	3	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	1	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	120317	12	5	1	1	999	999	3	3	5	3	5	5	5	5	4	5	5	5	5	5	5	3	5	5	5	4	5	5	5	3	5	3	3	3	3	999	999	999	1	1	4	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	4	5	5	3	2	4	999	3	999	1	999	999	999	999	999	999	999	999	999	4
2011	120318	12	5	1	1	999	999	5	3	5	4	5	5	5	5	5	5	3	5	5	4	3	5	5	5	5	4	3	3	5	3	3	3	5	5	1	999	999	999	1	1	3	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	120318	12	4	3	2	2	1	4	2	4	3	4	5	3	4	5	5	5	4	4	4	4	5	4	4	4	4	4	5	3	4	2	3	5	5	999	5	4	5	1	1	4	4	1	4	3	3	3	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	4	3	999	999	2	999	1	1	0	0	0	0	0	5
2011	120319	12	1	5	5	999	999	1	1	1	1	3	5	2	3	4	4	5	1	3	3	3	1	2	3	4	3	5	2	3	1	5	2	5	5	4	999	999	999	5	4	1	999	999	999	999	999	1	5	999	999	999	999	999	999	999	999	999	999	999	1	5	1	3	3	6	999	1	999	2	999	999	999	999	999	999	999	999	999	1
2011	120320	12	3	5	2	999	999	5	2	3	2	4	5	5	5	5	3	5	3	4	5	5	5	5	5	5	2	4	4	998	1	5	1	2	1	1	999	999	999	1	1	4	999	999	999	999	999	5	5	999	999	999	999	999	999	999	999	999	999	999	3	3	2	3	2	5	999	4	999	1	999	999	999	999	999	999	999	999	999	3
2011	120321	12	4	4	2	999	999	5	1	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	4	5	5	5	4	5	2	5	4	1	999	999	999	1	1	1	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	5	5	3	3	3	1	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120323	12	5	1	2	999	999	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	1	5	1	4	1	3	5	5	1	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	4	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	120324	12	4	1	1	999	999	1	2	5	3	3	5	2	4	5	3	4	4	3	3	3	5	4	5	4	3	3	4	3	4	3	1	4	5	3	999	999	999	1	1	4	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	4	5	3	3	3	4	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	120325	12	3	3	3	999	999	5	3	4	5	5	4	3	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	3	2	2	5	5	1	999	999	999	1	1	1	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	1	3	3	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2012	120326	12	4	4	2	2	1	5	5	4	4	5	5	3	5	5	5	4	5	4	4	5	5	3	5	5	3	4	5	4	4	3	3	4	3	999	4	5	3	1	1	1	5	1	5	4	5	3	2	999	999	999	999	999	999	999	999	999	999	999	4	5	1	3	999	999	6	3	999	999	2	999	1	0	0	0	0	0	0	5
2012	120327	12	3	3	3	1	3	1	3	3	3	5	3	3	4	3	3	3	3	3	2	3	3	5	1	1	2	2	5	3	4	1	3	3	1	999	2	3	3	1	1	1	2	3	4	1	1	1	3	999	999	999	999	999	999	999	999	999	999	999	3	2	2	3	999	999	10	1	999	999	2	999	1	0	0	0	0	0	0	4
2011	120329	12	4	4	2	999	999	5	4	3	4	4	5	4	5	5	5	4	5	4	5	4	5	4	5	5	4	5	4	4	4	2	3	4	5	1	999	999	999	1	1	5	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	4	4	2	3	2	5	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	120330	12	3	4	4	999	999	4	3	4	5	4	5	3	4	5	5	4	4	5	5	4	5	4	4	5	2	3	5	5	3	5	1	4	3	2	999	999	999	1	1	4	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	3	3	3	3	2	6	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	120331	12	2	4	2	999	999	2	2	5	5	5	4	1	998	998	4	4	1	4	998	5	4	4	4	5	4	998	5	4	2	2	4	5	5	1	999	999	999	1	1	4	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	998	3	2	5	999	2	999	2	999	999	999	999	999	999	999	999	999	4
2011	120332	12	4	4	2	999	999	5	4	5	5	4	5	4	4	5	5	4	5	5	4	5	5	5	5	4	4	5	4	5	2	2	5	5	4	1	999	999	999	1	5	5	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	2	7	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120333	12	5	2	2	999	999	4	4	5	5	4	5	5	4	4	5	5	4	5	5	5	4	5	5	5	4	5	5	5	3	3	3	5	5	1	999	999	999	1	1	5	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	5	999	4	999	2	999	999	999	999	999	999	999	999	999	4
2011	120334	12	3	5	2	999	999	5	3	5	3	5	5	5	5	4	5	5	5	5	1	5	4	5	5	5	5	4	5	5	3	3	3	5	5	1	999	999	999	1	1	1	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	4	5	3	3	3	6	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120336	12	4	2	1	999	999	4	2	3	4	4	5	3	3	4	5	4	4	3	3	3	3	4	3	4	3	3	2	4	4	3	3	4	4	1	999	999	999	1	1	1	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	2	3	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	120336	12	5	2	1	3	1	2	2	3	3	4	4	2	4	4	4	4	4	4	3	4	4	1	4	3	3	3	2	3	3	3	3	4	2	999	4	3	3	1	1	2	3	1	3	3	3	3	3	999	999	999	999	999	999	999	999	999	999	999	4	3	1	3	999	999	5	4	999	999	4	999	1	1	0	0	0	0	0	5
2011	120337	12	5	1	1	999	999	5	1	1	1	5	5	1	5	5	1	5	5	2	1	1	5	5	1	5	1	1	1	1	5	1	5	5	5	1	999	999	999	1	1	1	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	3	7	999	4	999	1	999	999	999	999	999	999	999	999	999	1
2012	120337	12	5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	999	5	5	5	5	1	5	5	1	5	5	5	3	1	999	999	999	999	999	999	999	999	999	999	999	5	3	1	3	999	999	5	4	999	999	4	999	1	1	0	0	0	1	0	5
2011	120338	12	3	5	3	999	999	4	5	5	5	5	5	5	5	3	5	3	5	5	3	5	5	5	5	5	5	5	5	5	4	3	5	5	3	1	999	999	999	1	1	5	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	3	5	3	2	3	7	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120339	12	1	5	4	999	999	5	5	4	3	3	3	3	3	4	3	4	5	4	3	4	3	3	4	3	3	3	5	4	2	5	4	5	5	3	999	999	999	1	1	4	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	4	5	3	2	3	2	999	2	999	3	999	999	999	999	999	999	999	999	999	4
2011	120340	12	5	1	1	999	999	4	2	5	3	3	5	3	4	5	3	5	5	3	4	4	4	3	5	5	4	5	3	4	5	1	5	5	4	3	999	999	999	5	1	4	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	5	2	1	2	3	4	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	120341	12	4	2	1	999	999	5	4	5	4	5	5	5	5	4	5	4	5	5	5	3	5	5	5	5	3	5	4	4	2	5	4	4	4	2	999	999	999	4	1	5	999	999	999	999	999	4	3	999	999	999	999	999	999	999	999	999	999	999	4	4	3	2	3	3	999	4	999	3	999	999	999	999	999	999	999	999	999	5
2011	120342	12	4	1	1	999	999	4	3	5	3	5	4	4	4	4	5	4	3	2	3	3	2	4	3	4	3	4	2	3	4	3	3	5	4	1	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	4	5	2	2	1	7	999	3	999	1	999	999	999	999	999	999	999	999	999	4
2011	120343	12	5	1	1	999	999	5	5	5	5	5	5	5	5	5	5	4	4	4	5	5	4	4	4	5	4	4	5	5	2	4	5	5	5	1	999	999	999	1	1	5	999	999	999	999	999	2	4	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	2	2	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120344	12	3	3	2	999	999	4	5	3	3	4	3	3	5	3	4	3	5	4	3	4	4	4	5	4	3	5	4	4	3	4	2	4	3	2	999	999	999	1	1	1	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	4	4	2	1	2	4	999	1	999	3	999	999	999	999	999	999	999	999	999	3
2011	120345	12	4	4	1	999	999	4	1	5	5	4	4	5	4	5	5	5	1	4	4	5	1	4	4	4	4	4	4	5	1	1	5	5	5	1	999	999	999	4	1	1	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	998	3	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	120346	12	5	2	2	999	999	5	1	3	3	4	5	4	4	3	4	2	3	4	2	2	5	4	4	3	4	2	5	5	3	5	5	3	5	3	999	999	999	3	5	4	999	999	999	999	999	4	3	999	999	999	999	999	999	999	999	999	999	999	3	3	2	2	3	5	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120348	12	5	1	1	999	999	5	3	5	5	5	5	3	5	5	5	5	1	5	5	5	5	5	5	5	1	5	5	5	5	5	1	5	5	1	999	999	999	1	1	5	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	1	2	5	999	2	999	1	999	999	999	999	999	999	999	999	999	4
2011	120349	12	998	2	2	999	999	5	5	5	5	5	5	5	5	5	5	3	3	5	4	5	5	5	5	4	3	4	5	5	3	3	3	5	5	5	999	999	999	1	1	4	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	2	1	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	120349	12	5	3	1	4	998	5	4	5	3	4	5	4	5	5	5	2	5	5	5	4	5	5	5	5	4	3	5	5	3	5	2	5	4	999	4	5	5	1	1	4	3	3	5	3	3	4	3	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	999	999	4	4	999	999	4	999	1	0	0	0	0	0	0	4
2011	120350	12	5	1	1	999	999	2	1	4	3	3	5	3	4	3	5	3	3	3	4	3	4	2	4	3	3	3	1	3	3	3	4	4	3	1	999	999	999	1	1	4	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	5	5	2	3	3	7	999	4	999	1	999	999	999	999	999	999	999	999	999	3
2012	120350	12	5	1	1	2	1	3	1	5	3	2	5	4	5	5	5	4	4	3	4	4	4	4	4	4	3	5	4	5	3	1	4	5	5	999	5	5	5	1	1	1	4	3	4	2	3	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	10	4	999	999	1	999	1	1	0	0	0	1	0	5
2011	120352	12	3	4	3	999	999	2	3	3	3	4	5	4	4	4	5	4	5	4	5	5	5	3	5	5	2	3	5	5	3	5	1	5	3	3	999	999	999	1	5	4	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	3	5	5	3	2	1	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120353	12	1	5	5	999	999	4	2	5	3	4	5	5	5	3	5	2	4	4	4	4	4	5	3	3	5	2	5	4	2	5	5	4	5	1	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	3	2	1	3	2	1	999	2	999	3	999	999	999	999	999	999	999	999	999	5
2012	120353	12	1	5	5	4	1	4	3	5	5	3	5	1	1	4	3	3	3	5	4	5	5	5	5	5	1	3	4	2	2	5	1	4	5	999	5	1	5	1	1	1	3	1	1	1	1	3	1	999	999	999	999	999	999	999	999	999	999	999	2	3	1	3	999	999	5	3	999	999	4	999	1	1	0	0	0	0	0	5
2011	120354	12	4	1	1	999	999	5	4	4	5	5	5	5	5	5	5	3	4	5	3	5	5	5	5	5	3	3	5	5	3	3	3	5	5	1	999	999	999	1	1	4	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	5	4	3	3	2	7	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2012	120354	12	4	3	2	1	1	5	4	5	4	5	4	5	5	5	4	5	4	5	5	5	4	4	4	5	4	4	4	5	3	1	4	5	5	999	3	5	4	1	1	5	5	1	5	4	5	3	2	999	999	999	999	999	999	999	999	999	999	999	4	5	1	3	999	999	6	4	999	999	4	999	1	0	0	0	1	0	0	5
2011	120355	12	5	3	1	999	999	5	4	5	5	3	5	2	4	5	5	3	4	5	5	4	5	5	5	4	3	4	5	4	2	3	1	4	4	1	999	999	999	1	1	1	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	2	4	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120356	12	3	3	3	999	999	4	3	5	5	3	5	5	4	5	5	4	4	4	5	5	5	5	5	5	4	5	4	5	4	5	2	5	5	1	999	999	999	1	1	3	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	5	2	1	2	1	1	999	1	999	3	999	999	999	999	999	999	999	999	999	5
2011	120357	12	4	3	4	999	999	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	3	4	5	4	3	4	3	5	5	1	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	1	2	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120358	12	5	5	1	999	999	5	5	4	5	5	5	5	5	5	3	5	5	3	5	4	5	5	5	5	4	4	5	5	3	4	3	1	1	1	999	999	999	1	1	5	999	999	999	999	999	2	5	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	3	1	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2012	120358	12	4	3	1	5	1	5	5	3	4	5	5	4	5	5	5	5	5	4	2	3	5	5	5	5	3	5	5	5	2	3	3	5	5	999	3	5	5	1	1	4	3	1	3	5	3	3	1	999	999	999	999	999	999	999	999	999	999	999	3	3	1	2	999	999	7	3	999	999	4	999	0	1	1	1	0	1	0	5
2011	120359	12	4	3	3	999	999	5	5	5	5	5	5	3	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	3	3	3	3	5	5	5	999	999	999	1	1	5	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	3	4	999	1	999	3	999	999	999	999	999	999	999	999	999	5
2012	120359	12	5	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	2	1	5	3	5	5	999	5	5	5	5	1	5	5	1	5	5	5	4	5	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	999	999	8	2	999	999	2	999	1	0	0	0	0	1	0	5
2011	120360	12	4	4	5	999	999	5	4	4	3	5	5	3	5	5	5	5	5	5	4	5	5	5	5	5	4	4	3	5	4	3	3	4	4	2	999	999	999	1	1	1	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	2	4	2	3	3	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	120361	12	4	1	1	999	999	3	3	4	2	4	4	1	4	3	4	3	4	3	3	3	3	4	3	4	3	4	3	2	4	3	3	4	4	1	999	999	999	1	1	5	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	7	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	120362	12	5	1	5	999	999	5	2	4	3	5	5	4	5	5	5	3	5	3	3	5	3	2	5	5	5	998	3	4	5	1	5	5	5	1	999	999	999	1	1	5	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	6	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	120362	12	5	1	1	3	1	5	5	5	5	5	5	5	5	5	5	5	5	3	4	3	3	3	5	4	4	2	3	5	3	2	3	5	5	999	5	5	5	1	1	5	5	1	5	5	5	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	999	999	7	2	999	999	4	999	1	1	1	0	0	1	0	2
2011	120363	12	4	4	4	999	999	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	5	5	1	999	999	999	1	4	5	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	3	3	3	3	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120364	12	4	3	2	999	999	4	3	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	3	3	3	5	5	1	999	999	999	1	1	5	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	2	5	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	120366	12	5	1	1	4	5	5	1	5	2	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	3	5	5	5	4	2	3	5	5	999	5	5	5	1	1	1	4	3	5	5	4	5	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	7	4	999	999	1	999	1	0	0	0	1	0	0	5
2011	120367	12	5	1	1	999	999	5	4	5	4	5	5	5	5	5	4	4	4	5	5	4	5	5	5	5	4	5	5	3	3	3	3	5	5	1	999	999	999	1	5	5	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	5	4	3	3	2	4	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120368	12	4	4	4	999	999	4	4	4	5	4	4	3	5	5	5	5	4	5	5	4	5	5	5	5	3	5	4	4	3	3	4	5	5	1	999	999	999	1	1	1	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	4	4	2	3	3	5	999	998	999	998	999	999	999	999	999	999	999	999	999	5
2011	120369	12	5	4	1	999	999	3	3	5	5	5	5	3	4	5	5	998	5	5	4	5	5	3	4	5	3	4	3	3	3	3	4	1	5	2	999	999	999	1	1	3	999	999	999	999	999	5	5	999	999	999	999	999	999	999	999	999	999	999	5	3	1	2	1	3	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120370	12	5	1	1	999	999	5	4	5	5	5	5	5	5	5	5	1	5	5	4	1	5	5	5	5	5	5	5	5	5	3	5	5	5	1	999	999	999	1	1	5	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	998	3	3	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	120370	12	5	1	1	4	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	5	5	999	5	5	5	1	1	5	5	1	5	5	5	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	4	4	999	999	3	999	1	1	0	0	0	0	0	5
2011	120371	12	2	4	2	999	999	5	4	5	2	3	5	4	3	5	4	4	5	5	5	4	5	5	5	5	4	4	5	3	4	3	1	5	4	4	999	999	999	1	1	2	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	1	4	3	2	3	2	999	3	999	2	999	999	999	999	999	999	999	999	999	5
2011	120373	12	3	1	1	999	999	5	2	5	5	5	5	5	5	5	5	1	5	5	5	5	5	4	5	5	4	5	4	5	3	5	2	5	5	1	999	999	999	1	4	5	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	1	2	3	999	4	999	2	999	999	999	999	999	999	999	999	999	1
2012	120373	12	3	3	2	3	3	5	2	4	4	5	5	5	4	5	3	1	5	5	5	5	4	3	5	3	2	4	3	4	3	1	2	4	4	999	1	5	3	1	4	4	4	1	4	4	4	3	3	999	999	999	999	999	999	999	999	999	999	999	5	5	4	1	999	999	5	4	999	999	4	999	1	1	0	0	0	1	0	4
2011	120374	12	5	2	1	999	999	4	4	4	3	5	5	4	4	5	4	3	5	5	5	5	4	5	5	5	4	4	4	4	4	4	3	4	5	4	999	999	999	1	1	5	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	1	7	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120375	12	3	5	3	999	999	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	3	4	5	5	5	4	999	999	999	1	3	5	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	5	3	5	3	3	7	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120376	12	5	1	1	999	999	5	3	4	5	5	4	3	3	4	5	4	4	5	4	4	5	3	4	4	3	5	4	4	3	3	3	4	4	3	999	999	999	1	1	4	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	3	3	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120377	12	4	1	1	999	999	4	4	4	4	5	5	3	4	5	5	4	2	3	4	5	5	3	5	4	3	4	5	3	3	2	3	4	3	1	999	999	999	1	1	1	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	4	3	3	3	2	1	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120379	12	5	1	1	999	999	4	3	3	3	5	5	4	3	5	4	3	2	3	4	3	4	5	5	5	2	3	4	2	2	3	2	4	4	2	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	3	5	3	2	2	7	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120380	12	5	1	1	999	999	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	4	3	5	5	1	999	999	999	1	1	2	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	6	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	120382	12	5	3	1	999	999	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	1	999	999	999	5	1	1	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	2	5	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120383	12	5	1	1	999	999	5	2	5	3	5	5	5	5	5	5	2	5	5	3	2	5	4	5	5	2	4	3	4	4	3	2	4	3	1	999	999	999	5	2	1	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	3	4	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2012	120383	12	5	2	1	4	1	2	3	3	3	4	5	4	4	5	5	5	4	3	3	4	3	3	3	3	3	5	3	4	2	4	3	4	3	999	2	1	2	1	1	4	3	4	3	5	3	2	4	999	999	999	999	999	999	999	999	999	999	999	3	4	3	3	999	999	8	4	999	999	2	999	1	1	1	0	0	0	0	5
2011	120385	12	5	2	5	999	999	4	2	4	3	4	5	5	5	3	5	2	4	4	4	4	4	5	5	4	4	5	3	4	3	1	4	4	4	1	999	999	999	1	1	2	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	3	999	4	999	1	999	999	999	999	999	999	999	999	999	2
2012	120385	12	5	1	1	1	1	5	5	5	5	5	5	4	5	5	5	5	5	5	5	3	5	5	5	5	3	4	4	4	4	1	3	5	5	999	5	5	5	1	1	1	4	1	5	5	5	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	10	4	999	999	4	999	1	1	0	0	0	0	0	5
2011	120387	12	4	4	2	999	999	4	4	4	5	4	5	2	5	5	5	5	5	5	5	3	5	5	5	5	4	3	5	4	5	1	3	5	3	1	999	999	999	1	1	4	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	4	4	2	2	2	5	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	120389	12	5	2	1	999	999	4	4	4	4	4	5	4	5	5	4	5	4	5	4	4	4	5	4	5	4	3	4	4	3	3	2	5	998	1	999	999	999	1	1	2	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	7	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	120390	12	4	1	1	999	999	3	2	5	4	5	5	5	4	5	5	4	3	5	5	5	4	4	5	5	4	3	5	3	3	3	2	5	4	1	999	999	999	1	1	5	999	999	999	999	999	5	2	999	999	999	999	999	999	999	999	999	999	999	4	998	4	3	2	3	999	3	999	1	999	999	999	999	999	999	999	999	999	4
2011	120391	12	4	1	1	999	999	4	3	3	4	3	5	4	5	3	3	1	3	4	5	3	3	5	5	5	1	3	1	3	2	4	3	3	5	5	999	999	999	1	1	3	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	1	3	1	3	2	6	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2012	120391	12	5	1	1	1	1	1	3	5	3	998	5	3	3	998	998	3	998	5	998	3	3	998	3	998	3	3	998	3	998	998	998	998	2	999	5	3	1	5	1	5	3	1	3	3	3	2	4	999	999	999	999	999	999	999	999	999	999	999	5	4	998	2	999	999	6	3	999	999	4	999	1	1	0	0	0	0	0	3
2011	120392	12	5	1	1	999	999	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	2	1	4	5	5	1	999	999	999	1	1	4	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	3	5	999	3	999	2	999	999	999	999	999	999	999	999	999	5
