SCHOOLYEAR_SP	NCTESID	DISTRICT	BEH01	BEH02	BEH03	BUL01	BUL02	CAP01	CAP02	CAP03	CAP04	CAR01	CAR02	CAR03	CHA01	CHA02	CHA03	CHA04	CLA01	CLA02	CLA03	CLA04	CNF01	CNF02	CNF03	CNF04	CNF05	CSL01	CSL02	CSL03	CTL01	CTL02	CTL03	EFF01	EFF02	EFF03	EFF04	EFF05	EFF06	EXH01	EXH02	EXH03	HAP01	HAP02	LOM01	LOM02	LOM03	MAT01	MAT02	MTL01	NVE01	NVE02	NVE03	NVE04	OIN01	PAE01	PAE02	PAE03	PAE04	PAE05	PER01	PER02	PER03	SES01	SES02	SES03_2011	SES03_2012	SES04_2011_2012	SES04_2013	SES05_2011	SES05_2012	SES05_2013	SES06	SES07	SES08	SES09	SES10	SES11	SES12	TSP01
2011	140321	14	5	1	1	999	999	4	3	5	4	5	5	4	5	5	5	2	4	5	4	998	5	5	4	5	4	3	4	4	5	1	5	5	5	1	999	999	999	1	1	5	999	999	999	999	999	4	3	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140322	14	5	1	1	999	999	5	3	5	4	5	5	4	5	5	5	5	5	5	4	5	4	4	5	5	4	4	4	4	4	1	4	5	5	1	999	999	999	1	3	4	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	5	3	1	3	2	4	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	140322	14	5	1	1	1	1	5	2	5	3	4	4	4	5	5	5	5	5	5	5	4	5	4	5	5	4	4	5	5	4	1	5	4	5	999	5	4	4	1	1	4	5	1	3	5	5	2	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	999	999	9	3	999	999	4	999	1	1	0	0	0	0	0	4
2011	140323	14	5	1	1	999	999	5	3	3	3	5	5	4	4	5	3	1	5	4	3	5	5	4	4	5	4	4	4	4	4	4	4	5	5	2	999	999	999	4	1	4	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	3	5	1	2	2	6	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2012	140323	14	5	1	1	3	1	5	5	4	5	3	4	4	4	4	5	3	5	4	5	5	5	4	4	4	4	4	5	4	3	3	3	5	5	999	5	4	4	1	1	5	4	1	4	5	5	3	2	999	999	999	999	999	999	999	999	999	999	999	4	5	1	3	999	999	5	4	999	999	2	999	1	1	0	0	0	0	0	5
2011	140324	14	5	4	1	999	999	5	4	4	5	5	5	3	4	1	5	4	5	5	5	4	5	5	5	5	5	4	5	5	1	1	5	5	5	1	999	999	999	1	1	2	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	2	999	3	999	1	999	999	999	999	999	999	999	999	999	4
2011	140325	14	5	1	1	999	999	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	1	999	999	999	1	1	5	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	3	2	999	3	999	2	999	999	999	999	999	999	999	999	999	5
2011	140326	14	4	3	4	999	999	4	3	3	2	3	5	2	5	5	5	5	2	3	4	3	5	5	998	3	2	1	4	2	4	3	2	3	3	1	999	999	999	2	1	5	999	999	999	999	999	1	5	999	999	999	999	999	999	999	999	999	999	999	3	2	2	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140327	14	3	5	5	999	999	5	4	5	4	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	4	5	5	4	4	2	3	5	5	3	999	999	999	1	1	1	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	1	998	998	999	998	999	998	999	999	999	999	999	999	999	999	999	5
2011	140329	14	5	1	998	999	999	5	5	5	1	5	3	5	5	3	5	1	1	5	3	3	5	5	5	3	3	3	3	5	3	3	1	5	5	1	999	999	999	5	4	4	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	3	1	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140330	14	5	1	1	999	999	4	4	5	5	5	5	5	5	5	4	5	5	4	5	998	5	5	4	5	5	5	3	5	4	2	5	5	5	1	999	999	999	1	4	5	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	5	998	1	3	2	7	999	4	999	2	999	999	999	999	999	999	999	999	999	4
2011	140331	14	5	1	1	999	999	3	1	5	1	3	3	3	4	5	3	1	5	3	4	4	4	3	4	5	3	2	3	3	3	2	3	4	5	1	999	999	999	1	4	5	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	2	5	1	3	3	4	999	3	999	2	999	999	999	999	999	999	999	999	999	5
2011	140332	14	3	2	3	999	999	4	4	4	4	5	5	5	4	5	4	2	5	4	998	4	4	5	5	4	4	3	4	4	3	4	3	1	3	1	999	999	999	3	4	3	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	3	3	3	3	1	3	999	3	999	2	999	999	999	999	999	999	999	999	999	3
2011	140333	14	5	5	3	999	999	1	1	1	5	2	1	4	5	3	5	3	2	3	1	2	3	3	5	4	1	2	1	5	1	5	1	5	5	1	999	999	999	1	1	5	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	3	6	999	4	999	2	999	999	999	999	999	999	999	999	999	2
2011	140334	14	3	3	1	999	999	4	3	4	5	1	5	2	4	5	4	5	5	4	5	3	4	4	5	5	4	1	5	2	3	2	2	4	5	1	999	999	999	1	1	4	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	4	3	1	1	2	4	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2012	140334	14	5	1	1	1	1	3	5	3	3	3	3	2	4	5	5	4	3	4	2	4	4	2	3	3	2	1	2	2	2	4	3	5	5	999	5	4	4	1	1	4	3	1	5	2	5	1	5	999	999	999	999	999	999	999	999	999	999	999	4	5	1	2	999	999	5	2	999	999	2	999	1	1	0	0	0	0	0	1
2011	140335	14	5	1	1	999	999	5	3	5	2	5	5	4	5	5	5	2	5	5	5	3	5	5	5	5	3	3	5	5	3	2	3	5	5	1	999	999	999	1	1	4	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140336	14	5	1	1	999	999	3	4	4	4	5	5	5	4	5	4	4	4	4	4	4	5	5	4	5	5	3	5	2	3	1	3	5	5	1	999	999	999	1	1	5	999	999	999	999	999	998	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	1	2	1	999	3	999	2	999	999	999	999	999	999	999	999	999	4
2011	140337	14	5	1	1	999	999	5	1	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	4	4	4	5	5	5	2	999	999	999	1	1	4	999	999	999	999	999	3	4	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	3	3	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	140338	14	4	3	1	999	999	4	1	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	2	1	3	5	5	1	999	999	999	1	1	1	999	999	999	999	999	1	2	999	999	999	999	999	999	999	999	999	999	999	4	5	3	3	2	7	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	140339	14	5	1	1	999	999	4	4	4	4	5	4	4	4	4	4	4	5	5	5	5	5	5	4	5	4	4	4	4	3	2	4	4	4	1	999	999	999	1	1	5	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	5	5	2	2	2	1	999	4	999	2	999	999	999	999	999	999	999	999	999	4
2011	140340	14	5	1	1	999	999	5	3	3	4	5	5	4	3	4	4	5	4	2	5	3	5	5	5	5	4	3	3	4	3	3	3	5	3	1	999	999	999	1	4	5	999	999	999	999	999	3	998	999	999	999	999	999	999	999	999	999	999	999	4	4	1	2	2	4	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	140341	14	5	1	1	999	999	5	3	4	2	5	5	3	5	5	3	4	5	5	4	4	4	5	5	5	4	3	5	4	4	2	4	4	4	2	999	999	999	5	1	1	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	1	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	140342	14	5	3	3	999	999	3	2	3	5	4	1	1	5	3	3	2	3	2	3	4	5	5	5	4	4	5	5	5	3	5	3	3	5	1	999	999	999	1	4	4	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	4	3	1	3	3	3	999	3	999	3	999	999	999	999	999	999	999	999	999	3
2011	140343	14	5	1	1	999	999	5	1	4	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	1	5	5	5	1	999	999	999	1	1	5	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	2	2	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	140344	14	5	1	1	999	999	3	1	5	3	4	5	5	4	5	3	4	4	5	4	1	2	4	5	2	4	3	998	3	4	2	3	4	5	998	999	999	999	1	2	4	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	3	5	2	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140346	14	4	3	1	999	999	5	2	3	4	5	4	2	5	4	3	4	5	4	4	5	4	4	4	3	2	1	3	2	3	4	4	5	5	1	999	999	999	1	1	3	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	4	4	4	998	998	998	999	998	999	998	999	999	999	999	999	999	999	999	999	5
2011	140347	14	5	5	1	999	999	5	4	4	4	998	5	5	5	5	5	4	1	5	4	4	5	5	5	5	5	4	4	5	5	5	5	5	5	4	999	999	999	4	2	3	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140349	14	2	3	2	999	999	3	2	5	5	998	5	5	998	3	5	4	4	5	5	4	4	3	3	4	3	3	3	5	3	3	4	4	5	2	999	999	999	1	1	2	999	999	999	999	999	1	2	999	999	999	999	999	999	999	999	999	999	999	4	3	1	3	2	7	999	3	999	1	999	999	999	999	999	999	999	999	999	4
2011	140351	14	4	3	1	999	999	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	5	4	5	3	3	3	5	5	1	999	999	999	1	1	4	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	3	3	3	3	2	2	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	140352	14	5	1	1	999	999	3	3	4	4	5	5	3	5	5	5	5	5	4	5	4	5	5	4	4	4	5	3	4	4	3	3	3	998	1	999	999	999	1	1	4	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	4	4	3	3	1	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140353	14	5	1	1	999	999	5	4	5	3	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	4	5	4	1	4	5	5	1	999	999	999	1	1	3	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	3	5	999	3	999	2	999	999	999	999	999	999	999	999	999	4
2011	140354	14	5	1	1	999	999	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	4	5	4	4	4	5	5	1	999	999	999	1	1	5	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	7	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2012	140354	14	5	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	4	5	5	1	5	5	5	999	5	5	4	2	1	5	5	1	5	5	5	2	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	10	3	999	999	4	999	1	1	0	0	0	0	0	5
2011	140356	14	5	1	2	999	999	5	3	3	3	5	5	4	2	5	5	5	5	4	4	4	5	3	5	5	5	2	3	3	3	4	3	4	2	2	999	999	999	1	1	4	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	2	1	999	4	999	2	999	999	999	999	999	999	999	999	999	3
2011	140357	14	998	5	3	999	999	4	1	3	1	3	5	1	5	5	5	5	5	3	5	3	4	4	5	5	3	4	5	3	4	1	3	5	5	1	999	999	999	1	1	2	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	7	999	3	999	1	999	999	999	999	999	999	999	999	999	4
2011	140358	14	5	1	1	999	999	4	3	5	4	5	5	5	4	5	3	4	5	4	5	3	3	5	4	5	4	3	3	4	4	1	3	4	4	1	999	999	999	1	1	4	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	4	5	1	3	2	2	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2011	140360	14	3	2	1	999	999	4	3	4	3	4	5	3	4	4	4	3	4	5	3	5	5	3	5	5	4	5	5	4	3	1	4	5	4	1	999	999	999	1	1	5	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	3	3	1	3	1	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140361	14	5	1	1	999	999	5	5	3	4	5	5	4	5	4	3	4	3	4	4	4	3	4	5	5	5	4	4	4	4	3	3	5	5	1	999	999	999	1	1	4	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	2	3	1	999	2	999	2	999	999	999	999	999	999	999	999	999	3
2011	140363	14	5	1	1	999	999	3	3	3	3	5	5	5	5	3	4	2	4	5	5	4	5	4	5	5	4	5	5	4	4	2	4	5	5	1	999	999	999	1	4	3	999	999	999	999	999	4	4	999	999	999	999	999	999	999	999	999	999	999	2	5	2	3	2	7	999	3	999	1	999	999	999	999	999	999	999	999	999	5
2012	140363	14	5	1	1	1	1	5	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	1	5	5	5	999	5	5	5	1	1	4	5	1	3	4	4	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	999	999	10	2	999	999	4	999	1	1	0	0	0	0	0	5
2011	140365	14	5	1	1	999	999	5	4	4	5	5	4	5	5	5	5	4	5	5	4	5	5	5	5	5	4	4	4	5	4	2	4	5	5	1	999	999	999	1	3	4	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	3	7	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	140366	14	3	3	2	999	999	4	4	5	5	4	5	4	5	5	5	5	5	5	2	5	5	5	5	5	5	4	5	998	5	1	5	5	5	5	999	999	999	1	1	4	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	4	999	2	999	3	999	999	999	999	999	999	999	999	999	4
2011	140367	14	5	1	1	999	999	3	3	5	3	5	5	3	5	5	5	5	5	5	998	5	5	2	5	3	5	4	4	4	4	2	3	4	4	1	999	999	999	1	1	4	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	4	5	1	3	2	4	999	2	999	1	999	999	999	999	999	999	999	999	999	4
2011	140368	14	4	3	2	999	999	5	5	4	5	4	5	5	5	5	5	5	5	4	5	3	5	4	5	4	4	1	5	4	3	3	1	5	4	2	999	999	999	1	4	5	999	999	999	999	999	1	3	999	999	999	999	999	999	999	999	999	999	999	5	3	1	3	2	7	999	3	999	2	999	999	999	999	999	999	999	999	999	3
2011	140369	14	4	2	1	999	999	3	1	1	1	2	2	1	3	2	2	3	3	1	4	3	4	1	3	3	1	1	998	2	1	5	1	3	2	1	999	999	999	998	1	1	999	999	999	999	999	1	4	999	999	999	999	999	999	999	999	999	999	999	3	3	2	3	2	3	999	3	999	1	999	999	999	999	999	999	999	999	999	1
2011	140371	14	3	2	1	999	999	5	3	2	3	4	5	5	4	998	4	5	5	998	4	3	4	4	4	4	5	5	1	5	1	4	3	998	5	1	999	999	999	1	1	3	999	999	999	999	999	4	4	999	999	999	999	999	999	999	999	999	999	999	3	4	4	3	2	1	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140372	14	3	1	4	999	999	5	1	5	1	3	3	1	3	4	5	3	4	4	3	4	4	5	5	4	1	2	3	3	3	1	5	5	4	5	999	999	999	1	1	4	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	1	1	1	999	3	999	3	999	999	999	999	999	999	999	999	999	5
2011	140373	14	5	1	1	999	999	5	4	5	4	5	5	5	5	5	5	3	4	4	4	4	4	4	5	4	4	5	5	5	5	1	5	5	998	1	999	999	999	1	1	4	999	999	999	999	999	2	4	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	6	999	4	999	1	999	999	999	999	999	999	999	999	999	1
2011	140374	14	4	4	1	999	999	5	3	4	4	3	5	3	5	5	5	5	4	5	5	5	4	4	5	5	4	5	5	4	2	2	2	5	5	1	999	999	999	1	1	4	999	999	999	999	999	3	4	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	4	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	140375	14	5	1	1	999	999	3	1	5	3	5	5	5	5	4	5	4	5	5	5	3	5	4	5	5	3	4	2	5	4	3	3	5	3	1	999	999	999	1	1	1	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	3	4	4	3	2	1	999	4	999	2	999	999	999	999	999	999	999	999	999	5
2011	140376	14	3	5	4	999	999	4	1	3	1	3	4	1	5	4	4	4	3	3	3	3	4	2	5	4	3	4	4	2	3	4	2	4	3	998	999	999	999	1	1	998	999	999	999	999	999	3	4	999	999	999	999	999	999	999	999	999	999	999	4	4	2	2	3	6	999	1	999	2	999	999	999	999	999	999	999	999	999	5
2011	140377	14	4	5	5	999	999	4	3	1	1	4	5	1	4	2	5	1	4	5	4	4	4	2	5	4	1	1	2	1	3	4	1	3	5	5	999	999	999	5	5	5	999	999	999	999	999	3	4	999	999	999	999	999	999	999	999	999	999	999	4	3	1	3	3	7	999	4	999	3	999	999	999	999	999	999	999	999	999	4
2011	140378	14	4	2	1	999	999	4	3	3	3	5	5	4	4	4	3	3	4	4	4	3	5	3	4	5	3	3	3	4	4	3	4	4	2	2	999	999	999	1	1	3	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	4	4	2	2	3	1	999	1	999	2	999	999	999	999	999	999	999	999	999	3
2011	140379	14	5	2	1	999	999	1	1	3	3	5	4	998	5	4	5	3	3	5	3	4	4	3	5	4	3	4	4	3	2	2	3	3	5	1	999	999	999	4	1	5	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	4	3	1	3	2	998	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140380	14	4	1	1	999	999	3	3	3	3	5	5	5	5	5	2	4	5	5	4	4	4	5	4	5	3	4	5	4	4	2	3	5	4	1	999	999	999	2	2	4	999	999	999	999	999	2	3	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	2	7	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	140381	14	4	3	1	999	999	4	3	4	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	4	4	5	4	4	2	4	5	4	1	999	999	999	1	1	4	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	5	3	1	3	2	3	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140382	14	4	5	1	999	999	5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	5	5	3	5	3	1	3	5	5	1	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2012	140382	14	4	2	2	5	1	5	3	2	4	5	5	1	5	5	5	5	4	4	5	5	5	4	5	5	4	5	1	5	4	1	3	3	5	999	4	4	4	1	1	2	1	1	3	4	3	2	3	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	999	999	10	4	999	999	4	999	1	0	0	0	0	1	0	5
2011	140383	14	5	1	1	999	999	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	1	5	5	5	1	999	999	999	1	1	5	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2012	140383	14	5	1	998	1	1	4	3	5	5	5	5	4	5	5	5	5	4	5	5	4	5	5	4	5	4	5	4	5	4	2	4	5	5	999	4	3	5	1	1	5	5	1	5	5	5	1	2	999	999	999	999	999	999	999	999	999	999	999	4	4	1	3	999	999	9	4	999	999	4	999	1	1	0	0	0	0	0	5
2011	140384	14	4	1	1	999	999	3	3	5	3	3	5	2	2	5	4	5	5	3	4	3	3	2	5	5	2	1	3	3	2	4	1	3	3	2	999	999	999	998	1	998	999	999	999	999	999	2	2	999	999	999	999	999	999	999	999	999	999	999	4	2	2	3	2	1	999	3	999	3	999	999	999	999	999	999	999	999	999	3
2011	140385	14	5	1	1	999	999	3	3	3	3	4	3	4	4	4	5	4	4	4	4	4	5	3	4	4	3	3	3	4	4	2	3	3	5	1	999	999	999	1	1	3	999	999	999	999	999	3	4	999	999	999	999	999	999	999	999	999	999	999	5	5	2	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140386	14	4	998	998	999	999	2	3	998	998	4	5	998	1	998	998	998	5	3	5	998	5	4	5	2	998	3	998	998	4	4	998	998	998	998	999	999	999	998	998	998	999	999	999	999	999	3	998	999	999	999	999	999	999	999	999	999	999	999	5	3	998	998	998	998	999	998	999	998	999	999	999	999	999	999	999	999	999	1
2012	140386	14	4	1	2	5	1	4	4	2	4	4	5	5	3	4	4	5	5	1	5	2	5	1	4	5	1	3	1	4	3	3	2	4	3	999	4	5	3	1	4	5	4	3	2	3	4	3	3	999	999	999	999	999	999	999	999	999	999	999	3	4	3	3	999	999	5	4	999	999	4	999	1	1	0	0	0	0	0	2
2011	140389	14	3	1	1	999	999	3	3	4	3	4	5	4	5	5	5	1	4	5	4	4	4	3	4	4	3	4	3	3	3	2	3	5	998	1	999	999	999	1	5	2	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	3	4	2	3	2	2	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140390	14	5	1	1	999	999	4	3	4	2	4	5	5	3	5	5	4	4	5	5	4	5	5	5	5	4	4	5	5	3	3	3	5	4	3	999	999	999	1	1	4	999	999	999	999	999	3	4	999	999	999	999	999	999	999	999	999	999	999	5	4	1	2	3	1	999	2	999	2	999	999	999	999	999	999	999	999	999	5
2011	140392	14	4	1	1	999	999	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	3	2	3	5	5	1	999	999	999	1	4	3	999	999	999	999	999	1	3	999	999	999	999	999	999	999	999	999	999	999	5	4	5	3	2	1	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140393	14	3	4	2	999	999	4	1	3	2	4	5	1	5	5	4	5	4	3	3	3	5	4	5	5	3	4	4	4	2	3	1	5	4	3	999	999	999	3	2	4	999	999	999	999	999	1	3	999	999	999	999	999	999	999	999	999	999	999	3	2	3	2	3	2	999	3	999	3	999	999	999	999	999	999	999	999	999	3
2011	140394	14	5	3	1	999	999	5	5	3	5	5	5	1	5	1	5	5	1	3	1	5	5	4	5	5	1	1	5	5	4	3	3	5	5	1	999	999	999	1	5	5	999	999	999	999	999	1	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	3	1	7	999	4	999	1	999	999	999	999	999	999	999	999	999	1
2011	140395	14	5	1	1	999	999	5	3	4	3	4	4	1	998	5	5	5	5	5	5	5	5	5	5	5	3	4	5	5	4	2	4	5	5	2	999	999	999	1	1	4	999	999	999	999	999	4	1	999	999	999	999	999	999	999	999	999	999	999	5	5	1	998	2	7	999	2	999	1	999	999	999	999	999	999	999	999	999	5
2011	140396	14	4	4	4	999	999	3	1	1	3	998	3	1	3	5	4	4	4	3	2	3	5	4	4	5	3	1	2	3	3	3	2	4	4	1	999	999	999	1	1	1	999	999	999	999	999	4	3	999	999	999	999	999	999	999	999	999	999	999	4	4	3	3	3	3	999	4	999	1	999	999	999	999	999	999	999	999	999	4
2011	140398	14	5	1	1	999	999	4	2	5	3	4	5	3	5	5	4	5	3	5	4	4	4	5	5	5	3	5	5	5	5	1	4	5	4	1	999	999	999	1	1	1	999	999	999	999	999	3	2	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	2	2	999	1	999	1	999	999	999	999	999	999	999	999	999	5
2011	140399	14	4	1	1	999	999	4	3	4	4	5	5	4	4	4	3	2	4	4	4	5	4	4	4	4	5	5	3	5	3	1	4	4	5	3	999	999	999	5	1	4	999	999	999	999	999	3	1	999	999	999	999	999	999	999	999	999	999	999	2	3	2	3	2	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140400	14	5	1	1	999	999	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	4	3	5	5	4	1	4	5	5	1	999	999	999	1	1	5	999	999	999	999	999	4	2	999	999	999	999	999	999	999	999	999	999	999	2	5	1	3	1	7	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2011	140401	14	4	1	1	999	999	5	5	4	5	5	5	5	5	5	5	4	2	4	1	4	4	5	5	5	4	5	5	5	4	1	2	5	1	1	999	999	999	1	1	1	999	999	999	999	999	5	1	999	999	999	999	999	999	999	999	999	999	999	4	5	1	2	3	4	999	4	999	1	999	999	999	999	999	999	999	999	999	5
2012	140401	14	4	998	998	3	998	5	4	998	998	5	5	998	4	998	998	998	4	5	5	998	4	4	5	5	5	3	5	998	3	4	998	998	5	999	4	998	998	998	998	998	5	998	5	5	5	5	998	999	999	999	999	999	999	999	999	999	999	999	5	5	3	998	999	999	998	998	999	999	998	999	0	0	0	0	0	0	0	5
2011	140402	14	5	1	1	999	999	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	5	5	4	4	4	5	4	4	1	2	5	5	1	999	999	999	1	1	1	999	999	999	999	999	1	5	999	999	999	999	999	999	999	999	999	999	999	4	3	1	1	3	1	999	2	999	3	999	999	999	999	999	999	999	999	999	4
2011	140403	14	5	1	1	999	999	3	4	5	4	5	4	2	5	5	3	3	4	4	4	4	4	5	5	5	3	1	1	4	3	1	3	4	5	1	999	999	999	1	1	1	999	999	999	999	999	2	1	999	999	999	999	999	999	999	999	999	999	999	3	5	2	3	3	7	999	3	999	2	999	999	999	999	999	999	999	999	999	3
2012	140403	14	4	1	1	1	1	4	4	5	5	5	4	3	4	5	4	4	5	5	5	5	3	5	5	5	4	3	5	4	3	2	3	5	5	999	5	4	5	1	1	1	5	1	5	5	5	3	1	999	999	999	999	999	999	999	999	999	999	999	2	5	1	3	999	999	5	4	999	999	2	999	1	1	0	0	0	1	0	5
2011	140404	14	4	1	1	999	999	3	4	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	2	4	2	5	5	1	999	999	999	1	1	5	999	999	999	999	999	3	3	999	999	999	999	999	999	999	999	999	999	999	5	4	1	3	1	1	999	2	999	2	999	999	999	999	999	999	999	999	999	4
2012	140404	14	5	1	1	3	2	5	2	3	2	2	5	1	5	4	5	3	5	3	3	4	4	3	5	4	2	1	4	2	3	5	1	4	5	999	4	4	4	1	1	4	1	4	3	2	3	2	4	999	999	999	999	999	999	999	999	999	999	999	5	5	2	2	999	999	5	3	999	999	1	999	1	0	0	0	0	1	0	5
