NCTETID	SCHOOLYEAR_SP	SPRINGTQ_11	SPRINGTQ_12	SPRINGTQ_13	SURVEY_GRADE	NMO01	NMO02_2011	NMO02_2012	NMO02_2013	NMO03_2011	NMO03_2012	NMO03_2013	NMO04_2011	NMO04_2012	NMO04_2013	NMO05_2011	NMO05_2012	NMO05_2013	NMO06_2011	NMO06_2012	NMO06_2013	NMO07_2011	NMO07_2012	NMO07_2013	NMO08_2011	NMO08_2012	NMO08_2013	NMO09_2011	NMO09_2012	NMO09_2013	NMO10_2011	NMO10_2012	NMO10_2013	NMO11_2011	NMO11_2012	NMO11_2013	NMO12_2011	NMO12_2012	NMO12_2013	NMO13_2011	NMO13_2012	NMO13_2013	NMO14_2011	NMO14_2012	NMO14_2013	NMO15_2011	NMO15_2012	NMO15_2013	NMO16_2011	NMO16_2012	NMO16_2013	ALG01_2011	ALG01_2012	ALG01_2013	ALG02_2011	ALG02_2012	ALG02_2013	ALG03_2011	ALG03_2012	ALG03_2013	ALG04_2011	ALG04_2012	ALG04_2013	ALG05_2011	ALG05_2012	ALG05_2013	ALG06_2011	ALG06_2012	ALG06_2013	ALG07	ALG08_2011	ALG08_2012	ALG08_2013	ALG09	GEO01	GEO02	GEO03	GEO04	GEO05	GEO06	GEO07	GEO08	SOL01	SOL02	SOL03	SOL04	SOL05	STL01_SP	STL02_SP	STL03_SP	STL04_SP	STL05_SP	STL06_SP	STL07_SP	SCC01_SP	SCC02_SP	SCC03_SP	SCC04_SP	SCC05_SP	SCC06_SP	SCC07_SP	SCC08_SP	G4KS_Q1A_11	G4KS_Q1B_11	G4KS_Q1C_11	G4KS_Q2A_11	G4KS_Q2B_11	G4KS_Q2C_11	G4KS_Q3A_11	G4KS_Q3B_11	G4KS_Q3C_11	G4KS_Q4A_11	G4KS_Q4B_11	G4KS_Q4C_11	G4KS_Q5A_11	G4KS_Q5B_11	G4KS_Q5C_11	G4KS_Q6A_11	G4KS_Q6B_11	G4KS_Q6C_11	G4KS_Q7A_11	G4KS_Q7B_11	G4KS_Q7C_11	G4KS_Q8A_11	G4KS_Q8B_11	G4KS_Q8C_11	G4KS_Q9A_11	G4KS_Q9B_11	G4KS_Q9C_11	G4KS_Q10A_11	G4KS_Q10B_11	G4KS_Q10C_11	G4KS_Q11A_11	G4KS_Q11B_11	G4KS_Q11C_11	G4KS_Q12A_11	G4KS_Q12B_11	G4KS_Q12C_11	G4KS_Q13A_11	G4KS_Q13B_11	G4KS_Q13C_11	G4KS_Q14A_11	G4KS_Q14B_11	G4KS_Q14C_11	G5KS_Q1A_11	G5KS_Q1B_11	G5KS_Q1C_11	G5KS_Q2A_11	G5KS_Q2B_11	G5KS_Q2C_11	G5KS_Q3A_11	G5KS_Q3B_11	G5KS_Q3C_11	G5KS_Q4A_11	G5KS_Q4B_11	G5KS_Q4C_11	G5KS_Q5A_11	G5KS_Q5B_11	G5KS_Q5C_11	G5KS_Q6A_11	G5KS_Q6B_11	G5KS_Q6C_11	G5KS_Q7A_11	G5KS_Q7B_11	G5KS_Q7C_11	G5KS_Q8A_11	G5KS_Q8B_11	G5KS_Q8C_11	G5KS_Q9A_11	G5KS_Q9B_11	G5KS_Q9C_11	G5KS_Q10A_11	G5KS_Q10B_11	G5KS_Q10C_11	G5KS_Q11A_11	G5KS_Q11B_11	G5KS_Q11C_11	G5KS_Q12A_11	G5KS_Q12B_11	G5KS_Q12C_11	G5KS_Q13A_11	G5KS_Q13B_11	G5KS_Q13C_11	G5KS_Q14A_11	G5KS_Q14B_11	G5KS_Q14C_11	G5KS_Q15A_11	G5KS_Q15B_11	G5KS_Q15C_11	G4KS_Q1A_12	G4KS_Q1B_12	G4KS_Q1C_12	G4KS_Q2A_12	G4KS_Q2B_12	G4KS_Q2C_12	G4KS_Q3A_12	G4KS_Q3B_12	G4KS_Q3C_12	G4KS_Q4A_12	G4KS_Q4B_12	G4KS_Q4C_12	G4KS_Q5A_12	G4KS_Q5B_12	G4KS_Q5C_12	G4KS_Q6A_12	G4KS_Q6B_12	G4KS_Q6C_12	G4KS_Q7A_12	G4KS_Q7B_12	G4KS_Q7C_12	G4KS_Q8A_12	G4KS_Q8B_12	G4KS_Q8C_12	G5KS_Q1A_12	G5KS_Q1B_12	G5KS_Q1C_12	G5KS_Q2A_12	G5KS_Q2B_12	G5KS_Q2C_12	G5KS_Q3A_12	G5KS_Q3B_12	G5KS_Q3C_12	G5KS_Q4A_12	G5KS_Q4B_12	G5KS_Q4C_12	G5KS_Q5A_12	G5KS_Q5B_12	G5KS_Q5C_12	G5KS_Q6A_12	G5KS_Q6B_12	G5KS_Q6C_12	G5KS_Q7A_12	G5KS_Q7B_12	G5KS_Q7C_12	G5KS_Q8A_12	G5KS_Q8B_12	G5KS_Q8C_12	G4KS_Q1A_13	G4KS_Q1B_13	G4KS_Q2A_13	G4KS_Q2B_13	G4KS_Q3A_13	G4KS_Q3B_13	G4KS_Q4A_13	G4KS_Q4B_13	G4KS_Q5A_13	G4KS_Q5B_13	G4KS_Q6A_13	G4KS_Q6B_13	G4KS_Q7A_13	G4KS_Q7B_13	G4KS_Q8A_13	G4KS_Q8B_13	G4KS_Q9A_13	G4KS_Q9B_13	G4KS_Q10A_13	G4KS_Q10B_13	G4KS_Q11A_13	G4KS_Q11B_13	G4KS_Q12A_13	G4KS_Q12B_13	G4KS_Q13A_13	G4KS_Q13B_13	G4KS_Q14A_13	G4KS_Q14B_13	G4KS_Q15A_13	G4KS_Q15B_13	G4KS_Q16A_13	G4KS_Q16B_13	G5KS_Q1A_13	G5KS_Q1B_13	G5KS_Q2A_13	G5KS_Q2B_13	G5KS_Q3A_13	G5KS_Q3B_13	G5KS_Q4A_13	G5KS_Q4B_13	G5KS_Q5A_13	G5KS_Q5B_13	G5KS_Q6A_13	G5KS_Q6B_13	G5KS_Q7A_13	G5KS_Q7B_13	G5KS_Q8A_13	G5KS_Q8B_13	G5KS_Q9A_13	G5KS_Q9B_13	G5KS_Q10A_13	G5KS_Q10B_13	G5KS_Q11A_13	G5KS_Q11B_13	G5KS_Q12A_13	G5KS_Q12B_13	G5KS_Q13A_13	G5KS_Q13B_13	G5KS_Q14A_13	G5KS_Q14B_13	G5KS_Q15A_13	G5KS_Q15B_13	G5KS_Q16A_13	G5KS_Q16B_13	G5KS_Q17A_13	G5KS_Q17B_13	ACCURACY	KOSM	ACCURACY_YR	KOSM_YR
13016	2011	1	0	0	4	1	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	2	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	50	2	3	60	1	4	20	3	4	45	2	3	20	1	2	70	1	4	85	1	4	70	1	4	80	2	4	10	1	3	25	2	4	30	3	4	60	2	4	50	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.188773289323	.12153737247	-.177842304111	.115434326231
13018	2011	1	1	1	5	1	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	2	1	1	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	90	2	3	95	2	4	80	3	3	90	1	2	95	3	4	80	2	3	90	1	4	70	2	2	70	2	3	95	1	4	90	1	4	95	3	4	90	2	4	90	1	4	90	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.187289699912	.639271736145	.105260767043	.380084246397
13018	2012	1	1	1	5	999	999	3	998	999	2	998	999	2	998	999	3	998	999	4	998	999	3	998	999	5	998	999	5	998	999	5	998	999	4	998	999	5	998	999	4	998	999	5	998	999	4	998	999	4	998	999	4	998	999	4	998	999	4	998	999	5	998	999	5	998	999	4	998	999	999	3	998	999	4	4	4	4	4	3	3	3	999	999	999	999	999	3	4	2	4	3	4	4	3	3	3	3	2	4	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	90	50	B	85	60	A	80	50	A	90	70	C	60	30	C	85	60	A	80	50	C	85	65	4134	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.187289699912	.639271736145	.220845714211	.329310536385
13018	2013	1	1	1	5	999	999	998	5	999	998	2	999	998	2	999	998	2	999	998	4	999	998	3	999	998	5	999	998	5	999	998	3	999	998	3	999	998	4	999	998	4	999	998	5	999	998	4	999	998	3	999	998	2	999	998	2	999	998	2	999	998	2	999	998	3	999	998	2	999	999	998	1	999	2	2	3	3	3	3	3	3	999	999	999	999	999	4	4	4	4	3	4	4	4	4	4	2	1	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	70	90	80	80	60	80	60	90	80	80	60	90	70	90	70	90	80	90	80	85	65	70	60	 	 	 	 	60	60	80	70	70	60	.187289699912	.639271736145	.048051901162	 
13019	2011	1	0	0	5	1	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	0	999	999	1	999	999	999	999	999	999	999	999	4	1	2	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	2	2	50	3	2	10	3	1	50	3	2	90	 	2	 	3	1	70	1	3	10	2	1	 	2	1	30	2	3	10	3	3	100	3	1	100	3	2	10	2	1	10	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.590826570988	-.914280533791	-.71832883358	-.81479460001
13020	2011	1	0	0	4	1	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	0	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	4	1	2	2	1	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	80	2	4	90	2	4	 	3	3	95	2	3	60	3	3	80	1	3	 	3	3	50	2	2	50	3	3	50	2	2	 	2	3	60	2	3	60	 	2	50	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.608076453209	-.293373763561	-.601058959961	-.279968321323
13021	2011	1	0	0	4	1	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	1	1	1	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	10	2	3	90	2	4	50	2	3	95	2	4	0	2	3	80	1	4	50	1	4	75	3	4	90	3	4	0	3	1	0	1	1	0	3	3	50	3	4	50	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.357545137405	-.167568176985	-.347389727831	-.16082341969
13022	2012	0	1	0	5	999	999	3	998	999	3	998	999	4	998	999	4	998	999	4	998	999	3	998	999	4	998	999	4	998	999	5	998	999	3	998	999	4	998	999	4	998	999	3	998	999	3	998	999	3	998	999	3	998	999	3	998	999	4	998	999	4	998	999	3	998	999	4	998	999	999	3	998	999	3	2	3	3	3	2	3	2	999	999	999	999	999	4	4	4	5	4	4	3	4	5	4	5	3	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	70	85	B	95	95	A	60	75	B	85	95	C	95	80	C	85	80	B	75	75	C	90	85	434	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.055417288095	.328227639198	-.065369650722	.329310536385
13023	2011	1	1	1	4	1	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	2	1	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	75	2	3	90	1	3	10	2	1	90	3	3	25	2	2	80	1	3	75	1	3	80	2	4	50	2	3	0	3	1	75	2	2	75	4	2	80	2	2	75	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.366931736469	.460471779108	.448357760906	.347410351038
13023	2012	1	1	1	4	999	999	4	998	999	3	998	999	5	998	999	3	998	999	2	998	999	4	998	999	5	998	999	5	998	999	5	998	999	4	998	999	4	998	999	5	998	999	4	998	999	4	998	999	4	998	999	3	998	999	3	998	999	4	998	999	3	998	999	4	998	999	5	998	999	999	4	998	999	4	3	4	4	4	3	1	2	999	999	999	999	999	5	5	5	5	4	4	5	5	4	5	4	2	5	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	75	B	90	80	D	90	80	B	70	50	A	65	50	44	65	50	24	75	60	A	80	65	C	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.366931736469	.460471779108	.153798341751	6.7E-11
13023	2013	1	1	1	4	999	999	998	4	999	998	2	999	998	998	999	998	1	999	998	3	999	998	4	999	998	4	999	998	4	999	998	5	999	998	5	999	998	5	999	998	5	999	998	5	999	998	4	999	998	4	999	998	3	999	998	3	999	998	4	999	998	3	999	998	3	999	998	4	999	999	998	3	999	3	3	3	3	3	3	1	3	999	999	999	999	999	3	4	4	4	4	4	4	4	4	3	3	2	3	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	90	10	80	20	85	15	90	10	95	5	95	5	90	10	80	20	75	25	75	25	85	15	85	15	95	5	85	15	85	15	75	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.366931736469	.460471779108	.189577206969	 
13025	2011	1	0	0	4	1	1	999	999	1	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	2	1	1	2	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	2	3	 	3	3	 	3	3	 	2	4	 	2	3	 	1	3	 	2	3	 	 	3	 	1	3	 	3	3	 	 	3	 	3	3	 	 	3	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.392196297646	 	-.374240607023
13026	2011	1	0	0	4	1	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	0	999	999	1	0	999	999	0	999	999	999	999	999	999	999	999	4	4	1	2	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	1	4	 	3	4	 	2	3	 	2	4	 	2	3	 	2	3	 	2	4	 	2	4	 	3	3	 	2	3	 	1	3	 	3	4	 	2	3	 	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.711227536201	 	-.680541455746
13027	2011	1	0	0	4	1	1	999	999	1	999	999	0	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	0	999	999	0	999	999	0	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	2	1	1	3	2	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	70	2	3	95	2	4	30	2	2	90	2	4	 	3	3	70	1	4	50	1	3	0	3	1	40	2	3	40	1	3	50	3	3	40	4	3	30	3	2	20	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.552539408207	.206787735224	-.543672800064	.196967437863
13029	2011	1	0	0	5	1	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	1	999	999	1	999	999	999	999	999	999	999	999	2	2	2	1	3	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	2	4	90	2	4	60	3	3	90	1	2	80	1	3	80	2	4	90	1	4	75	2	3	50	2	3	90	1	4	60	1	3	85	2	3	75	3	3	75	2	3	85	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	.689127147198	.85226970911	.81713449955	.754230558872
13030	2011	1	1	1	5	1	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	0	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	1	999	999	0	999	999	1	999	999	1	999	999	0	999	999	1	0	999	999	1	999	999	999	999	999	999	999	999	1	1	1	1	1	998	998	998	998	998	998	998	998	998	998	998	998	998	998	998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	60	2	3	90	1	4	40	1	3	90	 	4	60	1	3	20	2	3	95	 	4	5	 	 	10	2	2	90	1	4	40	1	3	90	2	2	40	2	3	40	3	3	60	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-.707418203354	-.020142216235	-1.056080818176	-.007384725846
